title,commander,decklist
Grand Larceny (OTC),"Gonti, Canny Acquisitor","Gonti, Canny Acquisitor
1 Felix Five-Boots
1 Thieving Skydiver
1 Sage of the Beyond
1 Ghostly Pilferer
1 Diluvian Primordial
1 Stolen Goods
1 Curse of the Swine
1 Dazzling Sphinx
1 Arcane Heist
1 Smirking Spelljacker
1 Mind's Dilation
1 Gonti, Lord of Luxury
1 Predators' Hour
1 Brainstealer Dragon
1 Cunning Rhetoric
1 Thieving Amalgam
1 Orochi Soul-Reaver
1 Thieving Varmint
1 Heartless Conscription
1 Nashi, Moon Sage's Scion
1 Baleful Mastery
1 Ohran Frostfang
1 Savvy Trader
1 Tower Winder
1 Cazur, Ruthless Stalker
1 Silent-Blade Oni
1 Hostage Taker
1 Edric, Spymaster of Trest
1 Fallen Shinobi
1 Cold-Eyed Selkie
1 Siphon Insight
1 Extract Brain
1 Shadowmage Infiltrator
1 Baleful Strix
1 Culling Ritual
1 Thief of Sanity
1 Villainous Wealth
1 The Mimeoplasm
1 Plasm Capture
1 Ukkima, Stalking Shadow
1 Bladegriff Prototype
1 Chaos Wand
1 Dream-Thief's Bandana
1 Oblivion Sower
1 Overflowing Basin
1 Drowned Catacomb
1 Temple of Deceit
1 Temple of Malady
1 Darkwater Catacombs
1 Fetid Pools
1 Yavimaya Coast
1 Viridescent Bog
1 Exotic Orchard
1 Underground River
1 Woodland Cemetery
1 Sunken Hollow
1 Temple of Mystery
1 Hinterland Harbor
1 Darkslick Shores
1 Flooded Grove
1 Twilight Mire
1 Llanowar Wastes
1 Slither Blade
1 Whirler Rogue
1 Triton Shorestalker
1 Feed the Swarm
1 Silhana Ledgewalker
1 Rampant Growth
1 Kodama's Reach
1 Void Attendant
1 Three Visits
1 Putrefy
1 Trygon Predator
1 Doc Aurlock, Grizzled Genius
1 Arcane Signet
1 Darksteel Ingot
1 Fellwar Stone
1 Prismatic Lens
1 Sol Ring
1 Command Tower
1 Reliquary Tower
1 Access Tunnel
1 Dimir Aqueduct
1 Opulent Palace
3 Island
2 Island
3 Swamp
3 Swamp
2 Forest
2 Forest
"
Most Wanted (OTC),"Olivia, Opulent Outlaw","Olivia, Opulent Outlaw
1 Vihaan, Goldwaker
1 Council's Judgment
1 Heliod's Intervention
1 Angelic Sell-Sword
1 We Ride at Dawn
1 Massacre Girl
1 Fain, the Broker
1 Witch of the Moors
1 Nighthawk Scavenger
1 Curtains' Call
1 Misfortune Teller
1 Painful Truths
1 Kamber, the Plunderer
1 Ogre Slumlord
1 Hex
1 Mari, the Killing Quill
1 Discreet Retreat
1 Charred Graverobber
1 Back in Town
1 Marshland Bloodcaster
1 Veinwitch Coven
1 Rankle, Master of Pranks
1 Dire Fleet Ravager
1 Mirror Entity
1 Dire Fleet Daredevil
1 Captain Lannery Storm
1 Seize the Spotlight
1 Grenzo, Havoc Raiser
1 Angrath's Marauders
1 Captivating Crew
1 Rain of Riches
1 Laurine, the Diversion
1 Mass Mutiny
1 Dead Before Sunrise
1 Graywater's Fixer
1 Life Insurance
1 Breena, the Demagogue
1 Queen Marchesa
1 Idol of Oblivion
1 Academy Manufactor
1 Bounty Board
1 Fetid Heath
1 Command Beacon
1 Vault of the Archangel
1 Dragonskull Summit
1 Temple of Silence
1 Temple of Malice
1 Exotic Orchard
1 Temple of Triumph
1 Clifftop Retreat
1 Isolated Chapel
1 Bonders' Enclave
1 Caves of Koilos
1 Battlefield Forge
1 Sulfurous Springs
1 Rugged Prairie
1 Desolate Mire
1 Shadowblood Ridge
1 Canyon Slough
1 Smoldering Marsh
1 Blackcleave Cliffs
1 Mistmeadow Skulk
1 Requisition Raid
1 Changeling Outcast
1 Feed the Swarm
1 Deadly Dispute
1 Morbid Opportunist
1 Aetherborn Marauder
1 Tenured Inkcaster
1 Shoot the Sheriff
1 Lightning Greaves
1 Impulsive Pilferer
1 Shiny Impetus
1 Humble Defector
1 Glittering Stockpile
1 Boros Charm
1 Arcane Signet
1 Trailblazer's Boots
1 Bandit's Haul
1 Orzhov Signet
1 Sol Ring
1 Rakdos Signet
1 Command Tower
1 Bojuka Bog
1 Path of Ancestry
1 Rogue's Passage
1 Demolition Field
1 Tainted Peak
1 Sunhome, Fortress of the Legion
1 Nomad Outpost
1 Temple of the False God
1 Plains
1 Plains
2 Swamp
2 Swamp
1 Mountain
1 Mountain
"
Quick Draw (OTC),"Stella Lee, Wild Card","Stella Lee, Wild Card
1 Eris, Roar of the Storm
1 Archmage Emeritus
1 Baral's Expertise
1 Tezzeret's Gambit
1 Midnight Clock
1 Haughty Djinn
1 Dig Through Time
1 Winged Boots
1 Talrand, Sky Summoner
1 Octavia, Living Thesis
1 Thunderclap Drake
1 Lock and Load
1 Forger's Foundry
1 Finale of Revelation
1 Curse of the Swine
1 Mizzix's Mastery
1 Chaos Warp
1 Crackling Spellslinger
1 Pyretic Charge
1 Smoldering Stagecoach
1 Elemental Eruption
1 Rousing Refrain
1 Cursed Mirror
1 Bloodthirsty Adversary
1 Finale of Promise
1 Arcane Bombardment
1 Niv-Mizzet, Parun
1 Kaza, Roil Chaser
1 Shark Typhoon
1 Galvanic Iteration
1 Epic Experiment
1 Veyran, Voice of Duality
1 Leyline Dowser
1 Exotic Orchard
1 Shivan Reef
1 Sulfur Falls
1 Frostboil Snarl
1 Temple of Epiphany
1 Cascade Bluffs
1 Ferrous Lake
1 Treasure Cruise
1 Preordain
1 Ponder
1 Murmuring Mystic
1 Deep Analysis
1 Radical Idea
1 Opt
1 Think Twice
1 Arcane Denial
1 Pteramander
1 Vandalblast
1 Pongify
1 Serum Visions
1 Faithless Looting
1 Big Score
1 Storm-Kiln Artist
1 Young Pyromancer
1 Electrostatic Field
1 Guttersnipe
1 Volcanic Torrent
1 Windfall
1 Goblin Electromancer
1 Third Path Iconoclast
1 Expressive Iteration
1 Arcane Signet
1 Izzet Signet
1 Sol Ring
1 Command Tower
1 Temple of the False God
1 Reliquary Tower
1 Izzet Boilerworks
1 Propaganda
7 Island
7 Island
7 Mountain
6 Mountain
"
"Hail, Caesar (PIP)","Caesar, Legion's Emperor","Caesar, Legion's Emperor
1 Mr. House, President and CEO
1 Aradesh, the Founder
1 Battle of Hoover Dam
1 Overseer of Vault 76
1 Securitron Squadron
1 Sierra, Nuka's Biggest Fan
1 Vault 75: Middle School
1 Yes Man, Personal Securitron
1 V.A.T.S.
1 Wasteland Raider
1 Mysterious Stranger
1 Powder Ganger
1 Rose, Cutthroat Raider
1 Thrill-Kill Disciple
1 Wild Wasteland
1 Boomer Scrapper
1 Colonel Autumn
1 Desdemona, Freedom's Edge
1 Elder Arthur Maxson
1 Kellogg, Dangerous Mind
1 MacCready, Lamplight Mayor
1 The Nipton Lottery
1 Paladin Elizabeth Taggerdy
1 Vault 11: Voter's Dilemma
1 ED-E, Lonesome Eyebot
1 Desolate Mire
1 Diamond City
1 Captain of the Watch
1 Entrapment Maneuver
1 Hour of Reckoning
1 Keeper of the Accord
1 Marshal's Anthem
1 Martial Coup
1 Secure the Wastes
1 Black Market
1 Lethal Scheme
1 Stolen Strategy
1 Anguished Unmaking
1 Assemble the Legion
1 Fervent Charge
1 Ruinous Ultimatum
1 Canyon Slough
1 Clifftop Retreat
1 Dragonskull Summit
1 Isolated Chapel
1 Shadowblood Ridge
1 Smoldering Marsh
1 Temple of Malice
1 Temple of Silence
1 Temple of Triumph
1 Windbrisk Heights
1 Gary Clone
1 Butch DeLoria, Tunnel Snake
1 Ruthless Radrat
1 Craig Boone, Novac Guard
1 Legate Lanius, Caesar's Ace
1 White Glove Gourmand
1 Charisma Bobblehead
1 Luck Bobblehead
1 Survivor's Med Kit
1 Impassioned Orator
1 Intangible Virtue
1 Bastion of Remembrance
1 Deadly Dispute
1 Morbid Opportunist
1 Pitiless Plunderer
1 General's Enforcer
1 Heroic Reinforcements
1 Wear // Tear
1 Arcane Signet
1 Skullclamp
1 Sol Ring
1 Talisman of Conviction
1 Talisman of Hierarchy
1 Talisman of Indulgence
1 Ash Barrens
1 Command Tower
1 Evolving Wilds
1 Memorial to Glory
1 Myriad Landscape
1 Nomad Outpost
1 Path of Ancestry
1 Tainted Field
1 Tainted Peak
1 Terramorphic Expanse
3 Plains
2 Plains
2 Swamp
2 Swamp
3 Mountain
2 Mountain
"
Mutant Menace (PIP),The Wise Mothman,"The Wise Mothman
1 The Master, Transcendent
1 Jason Bright, Glowing Prophet
1 Mirelurk Queen
1 Piper Wright, Publick Reporter
1 Radstorm
1 Struggle for Project Purity
1 Feral Ghoul
1 Hancock, Ghoulish Mayor
1 Nuclear Fallout
1 Screeching Scorchbeast
1 Vault 12: The Necropolis
1 Harold and Bob, First Numens
1 Lily Bowen, Raging Grandma
1 Power Fist
1 Rampaging Yao Guai
1 Strong, the Brutish Thespian
1 Tato Farmer
1 Watchful Radstag
1 Agent Frank Horrigan
1 Alpha Deathclaw
1 Atomize
1 Marcus, Mutant Mayor
1 Mutational Advantage
1 Vault 87: Forced Evolution
1 Nuka-Nuke Launcher
1 Recon Craft Theta
1 Mariposa Military Base
1 Overflowing Basin
1 Viridescent Bog
1 Fraying Sanity
1 Inexorable Tide
1 Branching Evolution
1 Guardian Project
1 Hardened Scales
1 Tireless Tracker
1 Biomass Mutation
1 Casualties of War
1 Find // Finality
1 Darkwater Catacombs
1 Drowned Catacomb
1 Exotic Orchard
1 Fetid Pools
1 Hinterland Harbor
1 Nesting Grounds
1 Sunken Hollow
1 Temple of Deceit
1 Temple of Malady
1 Temple of Mystery
1 Woodland Cemetery
1 Vexing Radgull
1 Bloatfly Swarm
1 Infesting Radroach
1 Cathedral Acolyte
1 Glowing One
1 Lumbering Megasloth
1 Contaminated Drink
1 Nightkin Ambusher
1 Raul, Trouble Shooter
1 Young Deathclaws
1 Strength Bobblehead
1 Cultivate
1 Farseek
1 Harmonize
1 Inspiring Call
1 Rampant Growth
1 Corpsejack Menace
1 Putrefy
1 Winding Constrictor
1 Arcane Signet
1 Contagion Clasp
1 Sol Ring
1 Talisman of Curiosity
1 Talisman of Dominance
1 Talisman of Resilience
1 Ash Barrens
1 Command Tower
1 Evolving Wilds
1 Mortuary Mire
1 Opulent Palace
1 Path of Ancestry
1 Tainted Isle
1 Tainted Wood
1 Temple of the False God
1 Terramorphic Expanse
3 Swamp
2 Swamp
3 Forest
2 Forest
3 Island
2 Island
"
Science! (PIP),Dr. Madison Li,"Dr. Madison Li
1 Liberty Prime, Recharged
1 Automated Assembly Line
1 Brotherhood Scribe
1 Overencumbered
1 The Prydwen, Steel Flagship
1 Sentry Bot
1 Vault 13: Dweller's Journey
1 Curie, Emergent Intelligence
1 James, Wandering Dad // Follow Him
1 Nick Valentine, Private Eye
1 Synth Infiltrator
1 Assaultron Dominator
1 The Motherlode, Excavator
1 Plasma Caster
1 Synth Eradicator
1 Arcade Gannon
1 Electrosiphon
1 Red Death, Shipwrecker
1 Rex, Cyber-Hound
1 Sentinel Sarah Lyons
1 Shaun, Father of Synths
1 Vault 112: Sadistic Simulation
1 Brotherhood Vertibird
1 T-45 Power Armor
1 Ferrous Lake
1 HELIOS One
1 Austere Command
1 Open the Vaults
1 Mechanized Production
1 One with the Machine
1 Wake the Past
1 Mystic Forge
1 Panharmonicon
1 Solemn Simulacrum
1 Steel Overseer
1 Clifftop Retreat
1 Exotic Orchard
1 Glacial Fortress
1 Irrigated Farmland
1 Prairie Stream
1 Skycloud Expanse
1 Spire of Industry
1 Sulfur Falls
1 Temple of Enlightenment
1 Temple of Epiphany
1 Treasure Vault
1 Paladin Danse, Steel Maverick
1 Nerd Rage
1 Robobrain War Mind
1 Bottle-Cap Blast
1 Elder Owyn Lyons
1 Behemoth of Vault 0
1 C.A.M.P.
1 Endurance Bobblehead
1 Expert-Level Safe
1 Intelligence Bobblehead
1 Nuka-Cola Vending Machine
1 Crush Contraband
1 Dispatch
1 Swords to Plowshares
1 Glimmer of Genius
1 Thirst for Knowledge
1 Whirler Rogue
1 Loyal Apprentice
1 Unexpected Windfall
1 Arcane Signet
1 Everflowing Chalice
1 Lightning Greaves
1 Mind Stone
1 Sol Ring
1 Talisman of Conviction
1 Talisman of Creativity
1 Talisman of Progress
1 Thought Vessel
1 Wayfarer's Bauble
1 Ash Barrens
1 Buried Ruin
1 Command Tower
1 Evolving Wilds
1 Myriad Landscape
1 Mystic Monastery
1 Path of Ancestry
1 Razortide Bridge
1 Rustvale Bridge
1 Silverbluff Bridge
1 Terramorphic Expanse
3 Island
2 Island
2 Mountain
2 Mountain
2 Plains
2 Plains
"
Scrappy Survivors (PIP),"Dogmeat, Ever Loyal","Dogmeat, Ever Loyal
1 Preston Garvey, Minuteman
1 Codsworth, Handy Helper
1 Idolized
1 Pre-War Formalwear
1 Vault 101: Birthday Party
1 Duchess, Wayward Tavernkeep
1 Grim Reaper's Sprint
1 Junk Jet
1 Megaton's Fate
1 Vault 21: House Gambit
1 Veronica, Dissident Scribe
1 Animal Friend
1 Strong Back
1 Almost Perfect
1 Armory Paladin
1 Cait, Cage Brawler
1 Cass, Hand of Vengeance
1 Inventory Management
1 Moira Brown, Guide Author
1 Three Dog, Galaxy News DJ
1 Mister Gutsy
1 Pip-Boy 3000
1 Junktown
1 Sunscorched Divide
1 Mantle of the Ancients
1 Puresteel Paladin
1 Single Combat
1 Blasphemous Act
1 Chaos Warp
1 Heroic Intervention
1 Basilisk Collar
1 Bloodforged Battle-Axe
1 Champion's Helm
1 Masterwork of Ingenuity
1 Canopy Vista
1 Cinder Glade
1 Clifftop Retreat
1 Exotic Orchard
1 Mossfire Valley
1 Rootbound Crag
1 Scattered Groves
1 Scavenger Grounds
1 Sheltered Thicket
1 Sungrass Prairie
1 Sunpetal Grove
1 Temple of Abandon
1 Temple of Plenty
1 Temple of Triumph
1 Brotherhood Outcast
1 Commander Sofia Daguerre
1 Acquired Mutation
1 Crimson Caravaneer
1 Ian the Reckless
1 Bighorner Rancher
1 Break Down
1 Gunner Conscript
1 Super Mutant Scavenger
1 Well Rested
1 Agility Bobblehead
1 Perception Bobblehead
1 Silver Shroud Costume
1 All That Glitters
1 Path to Exile
1 Valorous Stance
1 Sticky Fingers
1 Abundant Growth
1 Fertile Ground
1 Rancor
1 Squirrel Nest
1 Wild Growth
1 Behemoth Sledge
1 Arcane Signet
1 Brass Knuckles
1 Explorer's Scope
1 Fireshrieker
1 Sol Ring
1 Swiftfoot Boots
1 Ash Barrens
1 Buried Ruin
1 Command Tower
1 Evolving Wilds
1 Jungle Shrine
1 Path of Ancestry
1 Roadside Reliquary
1 Rogue's Passage
1 Temple of the False God
1 Terramorphic Expanse
2 Mountain
2 Mountain
2 Forest
2 Forest
2 Plains
2 Plains
"
Blame Game (MKC),"Nelly Borca, Impulsive Accuser","Nelly Borca, Impulsive Accuser
1 Feather, Radiant Arbiter
1 Immortal Obligation
1 Otherworldly Escort
1 Redemption Arc
1 Trouble in Pairs
1 Havoc Eater
1 Hot Pursuit
1 Mob Verdict
1 Prisoner's Dilemma
1 Take the Bait
1 Ransom Note
1 Angel of the Ruins
1 Comeuppance
1 Darien, King of Kjeldor
1 Duelist's Heritage
1 Elspeth, Sun's Champion
1 Keeper of the Accord
1 Loran of the Third Path
1 Promise of Loyalty
1 Selfless Squire
1 Sevinne's Reclamation
1 Smuggler's Share
1 Stalking Leonin
1 Sun Titan
1 Windborn Muse
1 Winds of Rath
1 Agitator Ant
1 Brash Taunter
1 Disrupt Decorum
1 Etali, Primal Storm
1 Fiendish Duo
1 Frontier Warmonger
1 Kazuul, Tyrant of the Cliffs
1 Spectacular Showdown
1 Vengeful Ancestor
1 Anya, Merciless Angel
1 Boros Reckoner
1 Deflecting Palm
1 Gisela, Blade of Goldnight
1 Ancient Stone Idol
1 Solemn Simulacrum
1 Steel Hellkite
1 Tome of Legends
1 Castle Ardenvale
1 Exotic Orchard
1 Furycalm Snarl
1 Kher Keep
1 Labyrinth of Skophos
1 Needle Spires
1 Scavenger Grounds
1 Slayers' Stronghold
1 Temple of Triumph
1 Throne of the High City
1 War Room
1 Ghostly Prison
1 Gideon's Sacrifice
1 Martial Impetus
1 Orzhov Advokist
1 Seal of Cleansing
1 Soul Snare
1 Vow of Duty
1 Wall of Omens
1 Curse of Opulence
1 Rite of the Raging Storm
1 Shiny Impetus
1 Vow of Lightning
1 Arcane Signet
1 Bloodthirsty Blade
1 Fellwar Stone
1 Mind Stone
1 Sol Ring
1 Talisman of Conviction
1 Thought Vessel
1 Access Tunnel
1 Ash Barrens
1 Boros Garrison
1 Command Tower
1 Escape Tunnel
1 Myriad Landscape
1 Reliquary Tower
1 Rogue's Passage
1 Sunhome, Fortress of the Legion
1 Temple of the False God
5 Plains
4 Plains
4 Mountain
3 Mountain
"
Deadly Disguise (MKC),"Kaust, Eyes of the Glade","Kaust, Eyes of the Glade
1 Duskana, the Rage Mother
1 True Identity
1 Unexplained Absence
1 Veiled Ascension
1 Boltbender
1 Showstopping Surprise
1 Tesak, Judith's Hellhound
1 Experiment Twelve
1 Printlifter Ooze
1 Panoptic Projektor
1 Ransom Note
1 Ugin's Mastery
1 Austere Command
1 Dusk // Dawn
1 Exalted Angel
1 Fell the Mighty
1 Hidden Dragonslayer
1 Master of Pearls
1 Mastery of the Unseen
1 Mirror Entity
1 Welcoming Vampire
1 Akroma, Angel of Fury
1 Ashcloud Phoenix
1 Chaos Warp
1 Imperial Hellkite
1 Jeska's Will
1 Neheb, the Eternal
1 Scourge of the Throne
1 Beast Whisperer
1 Deathmist Raptor
1 Den Protector
1 Hooded Hydra
1 Krosan Cloudscraper
1 Krosan Colossus
1 Obscuring Aether
1 Ohran Frostfang
1 Return of the Wildspeaker
1 Root Elemental
1 Saryth, the Viper's Fang
1 Seedborn Muse
1 Temur War Shaman
1 Thelonite Hermit
1 Toski, Bearer of Secrets
1 Trail of Mystery
1 Whisperwood Elemental
1 Yedora, Grave Gardener
1 Decimate
1 Sidar Kondo of Jamuraa
1 Lifecrafter's Bestiary
1 Scroll of Fate
1 Canopy Vista
1 Cinder Glade
1 Exotic Orchard
1 Fortified Village
1 Furycalm Snarl
1 Game Trail
1 Kessig Wolf Run
1 Mossfire Valley
1 Mosswort Bridge
1 Scattered Groves
1 Sheltered Thicket
1 Shrine of the Forsaken Gods
1 Sungrass Prairie
1 Temple of Abandon
1 Temple of Plenty
1 Temple of Triumph
1 Path to Exile
1 Ainok Survivalist
1 Broodhatch Nantuko
1 Nervous Gardener
1 Nantuko Vigilante
1 Nature's Lore
1 Sakura-Tribe Elder
1 Salt Road Ambushers
1 Three Visits
1 Wild Growth
1 Arcane Signet
1 Sol Ring
1 Boros Garrison
1 Command Tower
1 Branch of Vitu-Ghazi
1 Gruul Turf
1 Jungle Shrine
1 Krosan Verge
1 Sacred Peaks
1 Selesnya Sanctuary
1 Temple of the False God
1 Zoetic Cavern
2 Plains
2 Plains
2 Mountain
1 Mountain
2 Forest
2 Forest
"
Deep Clue Sea (MKC),"Morska, Undersea Sleuth","Morska, Undersea Sleuth
1 Sophia, Dogged Detective
1 Armed with Proof
1 Merchant of Truth
1 Serene Sleuth
1 Detective of the Month
1 Follow the Bodies
1 Tangletrove Kelp
1 Innocuous Researcher
1 On the Trail
1 Knowledge Is Power
1 Ransom Note
1 Aerial Extortionist
1 Bennie Bracks, Zoologist
1 Farewell
1 Fumigate
1 Organic Extinction
1 Search the Premises
1 Alandra, Sky Dreamer
1 Confirm Suspicions
1 Ethereal Investigator
1 Finale of Revelation
1 Kappa Cannoneer
1 Mechanized Production
1 Nadir Kraken
1 Shimmer Dragon
1 Teferi's Ageless Insight
1 Tezzeret, Betrayer of Flesh
1 Thought Monitor
1 Hornet Queen
1 Jolrael, Mwonvuli Recluse
1 Killer Service
1 Tireless Tracker
1 Adrix and Nev, Twincasters
1 Chulane, Teller of Tales
1 Disorder in the Court
1 Esix, Fractal Bloom
1 Hydroid Krasis
1 Koma, Cosmos Serpent
1 Lonis, Cryptozoologist
1 Selvala, Explorer Returned
1 Academy Manufactor
1 Idol of Oblivion
1 Inspiring Statuary
1 Nettlecyst
1 Psychosis Crawler
1 Canopy Vista
1 Exotic Orchard
1 Irrigated Farmland
1 Prairie Stream
1 Scattered Groves
1 Skycloud Expanse
1 Spire of Industry
1 Sungrass Prairie
1 Temple of Enlightenment
1 Temple of Mystery
1 Temple of Plenty
1 Swords to Plowshares
1 Erdwal Illuminator
1 Junk Winder
1 Ongoing Investigation
1 Whirler Rogue
1 Graf Mole
1 Ulvenwald Mysteries
1 Wilderness Reclamation
1 Wavesifter
1 Arcane Signet
1 Azorius Signet
1 Simic Signet
1 Sol Ring
1 Talisman of Curiosity
1 Talisman of Progress
1 Talisman of Unity
1 Azorius Chancery
1 Magnifying Glass
1 Command Tower
1 Krosan Verge
1 Lonely Sandbar
1 Path of Ancestry
1 Reliquary Tower
1 Seaside Citadel
1 Secluded Steppe
1 Selesnya Sanctuary
1 Simic Growth Chamber
1 Temple of the False God
1 Tranquil Thicket
2 Plains
1 Plains
3 Island
3 Island
3 Forest
2 Forest
"
Revenant Recon (MKC),"Mirko, Obsessive Theorist","Mirko, Obsessive Theorist
1 Marvo, Deep Operative
1 Case of the Shifting Visage
1 Copy Catchers
1 Final-Word Phantom
1 Watcher of Hours
1 Charnel Serenade
1 Eye of Duskmantle
1 Foreboding Steamboat
1 Unshakable Tail
1 Counterpoint
1 Ransom Note
1 Amphin Mutineer
1 Dream Eater
1 Mission Briefing
1 Phyrexian Metamorph
1 Sphinx of the Second Sun
1 Vizier of Many Faces
1 Black Sun's Zenith
1 Dogged Detective
1 Doom Whisperer
1 Grave Titan
1 Massacre Wurm
1 Overseer of the Damned
1 Phyrexian Arena
1 Pile On
1 Reanimate
1 Rise of the Dark Realms
1 Toxic Deluge
1 Twilight Prophet
1 Baleful Strix
1 Connive // Concoct
1 Lazav, the Multifarious
1 Master of Death
1 Choked Estuary
1 Darkwater Catacombs
1 Drownyard Temple
1 Fetid Pools
1 Hostile Desert
1 River of Tears
1 Sunken Hollow
1 Brainstorm
1 Consider
1 Curate
1 Deep Analysis
1 Enhanced Surveillance
1 Ephara's Dispersal
1 Mulldrifter
1 Nightveil Sprite
1 Otherworldly Gaze
1 Thoughtbound Phantasm
1 Animate Dead
1 Necromancy
1 Price of Fame
1 Ravenous Chupacabra
1 Shriekmaw
1 Sinister Starfish
1 Syr Konrad, the Grim
1 Whispering Snitch
1 Dimir Spybug
1 Discovery // Dispersal
1 Disinformation Campaign
1 Notion Rain
1 Arcane Signet
1 Dimir Signet
1 Everflowing Chalice
1 Mind Stone
1 Sol Ring
1 Talisman of Dominance
1 Thought Vessel
1 Ash Barrens
1 Bojuka Bog
1 Command Tower
1 Dimir Aqueduct
1 Myriad Landscape
1 Mystic Sanctuary
1 Port of Karfell
1 Reliquary Tower
1 Rogue's Passage
1 Tainted Isle
1 Temple of the False God
1 Tocasia's Dig Site
5 Island
4 Island
5 Swamp
4 Swamp
"
Raining Cats and Dogs (SLD),"Rin and Seri, Inseparable // Rin and Seri, Inseparable","Rin and Seri, Inseparable // Rin and Seri, Inseparable
1 Jetmir, Nexus of Revels // Jetmir, Nexus of Revels
1 Jinnie Fay, Jetmir's Second // Jinnie Fay, Jetmir's Second
1 Anointed Procession // Anointed Procession
1 Sol Ring // Sol Ring
1 Alms Collector
1 Highcliff Felidar
1 Kitt Kanto, Mayhem Diva
1 Brimaz, King of Oreskos
1 Stalking Leonin
1 Cast Out
1 Phabine, Boss's Confidant
1 Crib Swap
1 Path to Exile
1 King of the Pride
1 Felidar Retreat
1 White Sun's Zenith
1 Komainu Battle Armor
1 Skyhunter Strike Force
1 Whitemane Lion
1 Loyal Warhound
1 Regal Caracal
1 Lion Sash
1 Pack Leader
1 Tocasia's Welcome
1 Hungry Lynx
1 Seht's Tiger
1 Mirror Entity
1 Qasali Slingers
1 Spirited Companion
1 Marisi, Breaker of the Coil
1 Jungle Shrine
1 Cursed Mirror
1 Herald's Horn
1 Path of Ancestry
1 Oreskos Explorer
1 Jazal Goldmane
1 Fleetfoot Panther
1 Taurean Mauler
1 Krosan Verge
1 Impact Tremors
1 Temur Sabertooth
1 Exotic Orchard
1 Nacatl War-Pride
1 Warp World
1 Arcane Signet
1 Beastmaster Ascension
1 Keeper of Fables
1 Nature's Lore
1 Command Tower
1 Return of the Wildspeaker
1 Feline Sovereign
1 Masked Vandal
1 Realmwalker
1 Greater Tanuki
1 Lurking Predators
1 Rootbound Crag
1 Sunpetal Grove
1 Showdown of the Skalds
1 Basilisk Collar
1 Oketra's Monument
1 Canopy Vista
1 Cinder Glade
1 Bloodline Pretender
1 Clifftop Retreat
1 Maskwood Nexus
1 Animal Sanctuary
1 Scattered Groves
1 Sheltered Thicket
1 Jetmir's Garden
1 Skullclamp
1 Vanquisher's Banner
1 Three Visits
1 Cultivate
1 Farseek
1 Fortified Village
1 Game Trail
1 Dusk // Dawn
10 Plains
5 Mountain
7 Forest
"
Ahoy Mateys (LCC),"Admiral Brass, Unsinkable","Admiral Brass, Unsinkable
1 Don Andres, the Renegade
1 The Indomitable
1 Storm Fleet Negotiator
1 Francisco, Fowl Marauder
1 The Grim Captain's Locker
1 Skeleton Crew
1 Broadside Bombardiers
1 Gemcutter Buccaneer
1 Arm-Mounted Anchor
1 Amphin Mutineer
1 Bident of Thassa
1 Corsair Captain
1 Evacuation
1 Timestream Navigator
1 Warkite Marauder
1 Black Market Connections
1 Blood Money
1 Dire Fleet Ravager
1 Fathom Fleet Captain
1 Lethal Scheme
1 Angrath's Marauders
1 Blasphemous Act
1 Captain Lannery Storm
1 Captivating Crew
1 Chaos Warp
1 Coercive Recruiter
1 Dire Fleet Daredevil
1 Kari Zev, Skyship Raider
1 Port Razer
1 Shared Animosity
1 Admiral Beckett Brass
1 Hostage Taker
1 King Narfi's Betrayal
1 Prismari Command
1 Zara, Renegade Recruiter
1 Icon of Ancestry
1 Vanquisher's Banner
1 Choked Estuary
1 Desolate Lighthouse
1 Exotic Orchard
1 Foreboding Ruins
1 Frostboil Snarl
1 Geier Reach Sanitarium
1 Nephalia Drownyard
1 Smoldering Marsh
1 Sulfur Falls
1 Sunken Hollow
1 Azure Fleet Admiral
1 Enterprising Scallywag
1 Daring Saboteur
1 Departed Deckhand
1 Distant Melody
1 Ghost of Ramirez DePietro
1 Malcolm, Keen-Eyed Navigator
1 Merchant Raiders
1 Siren Stormtamer
1 Spectral Sailor
1 Windfall
1 Feed the Swarm
1 Pitiless Plunderer
1 Breeches, Brazen Plunderer
1 Faithless Looting
1 Rakdos Charm
1 Ramirez DePietro, Pillager
1 Arcane Signet
1 Commander's Sphere
1 Dimir Signet
1 Herald's Horn
1 Izzet Signet
1 Rakdos Signet
1 Sol Ring
1 Wayfarer's Bauble
1 Command Tower
1 Crumbling Necropolis
1 Evolving Wilds
1 Path of Ancestry
1 Port of Karfell
1 Rogue's Passage
1 Secluded Courtyard
1 Terramorphic Expanse
1 Thriving Bluff
1 Thriving Isle
1 Thriving Moor
1 Unclaimed Territory
3 Island
3 Island
2 Swamp
2 Swamp
3 Mountain
2 Mountain
"
